date,value
2021-05-19,1141.8775106645076
2021-05-20,1293.376335932396
2021-05-21,1290.32922904305
2021-05-22,1124.252854119884
2021-05-23,1278.4251861991963
2021-05-24,1307.0297427166427
2021-05-25,1122.3384996499644
2021-05-26,1126.2335983710389
2021-05-27,1178.2212996671435
2021-05-28,1347.5849602257435
2021-05-29,1293.2004360364663
2021-05-30,1267.5376688484216
2021-05-31,1540.1352542548989
2021-06-01,
2021-06-02,1589.7392222057401
2021-06-03,1707.2274448154667
2021-06-04,1608.25566814052
2021-06-05,1547.4536682379521
2021-06-06,1522.7711651817426
2021-06-07,1962.9382147624644
2021-06-08,1518.6526903678034
2021-06-09,1409.3221937122087
2021-06-10,1480.508124713217
2021-06-11,1581.873400107255
2021-06-12,1469.3506923647403
2021-06-13,1438.7427728416626
2021-06-14,1660.067569085236
2021-06-15,1356.4511213392418
2021-06-16,1247.2110034719715
2021-06-17,1291.1224509816855
2021-06-18,1351.390676809624
2021-06-19,1174.5631017371104
2021-06-20,1203.7843370545345
2021-06-21,1693.684717622202
2021-06-22,1262.3452360871872
2021-06-23,1037.2689049498401
2021-06-24,1097.350898920397
2021-06-25,1438.4086892253665
2021-06-26,1184.815912799459
2021-06-27,1293.995714328258
2021-06-28,1429.4871086453625
2021-06-29,1365.9218911224668
2021-06-30,1249.2442643597453
2021-07-01,1277.8471634022167
2021-07-02,1610.038700521784
2021-07-03,1486.8455538737035
2021-07-04,1485.2737509064573
2021-07-05,1751.8366952102604
2021-07-06,1637.2325501933096
2021-07-07,
2021-07-08,1504.9841629753205
2021-07-09,1641.7951514576305
2021-07-10,1508.9351654944246
2021-07-11,1479.4525277746834
2021-07-12,1653.3049344015037
2021-07-13,1489.9715105916798
2021-07-14,1306.7021218725188
2021-07-15,1320.5389150619114
2021-07-16,1465.0187758052805
2021-07-17,
2021-07-18,1248.3828051127098
2021-07-19,1512.4631483363648
2021-07-20,1323.1094624491975
2021-07-21,1202.8477417854044
2021-07-22,1156.320302392882
2021-07-23,1638.4870088671046
2021-07-24,1245.8970468741072
2021-07-25,1279.6639162946028
2021-07-26,1531.7300619462685
2021-07-27,1297.2358301393522
2021-07-28,1290.2180481232908
2021-07-29,1374.3767647039124
2021-07-30,1505.4447241577438
2021-07-31,1419.610736490722
2021-08-01,1487.3066139861523
2021-08-02,1647.084272429116
2021-08-03,1565.4640203265456
2021-08-04,1531.2583603915668
2021-08-05,1503.6185938940139
2021-08-06,1593.3492545898723
2021-08-07,1489.4014724713622
2021-08-08,1467.8918066572755
2021-08-09,1801.413835063702
2021-08-10,1584.1214620357212
2021-08-11,1390.3359640463373
2021-08-12,1356.9644270925403
2021-08-13,1513.746229934762
2021-08-14,1349.6776734339728
2021-08-15,1395.495434990932
2021-08-16,1556.7814457492934
2021-08-17,1420.3552913295325
2021-08-18,1188.134180086355
2021-08-19,1168.5507304512628
2021-08-20,1330.7238300298434
2021-08-21,1238.269001698271
2021-08-22,1242.606628017068
2021-08-23,1776.0413353639779
2021-08-24,1295.8529978280858
2021-08-25,1279.2908526635217
2021-08-26,1263.3548685451417
2021-08-27,1458.3606379294724
2021-08-28,1786.8372580364796
2021-08-29,1406.9767271250016
2021-08-30,1680.3653614102655
2021-08-31,1533.0502539811878
2021-09-01,1443.5137415988038
2021-09-02,1442.6298524369215
2021-09-03,1736.6377670390045
2021-09-04,1656.305210013278
2021-09-05,1591.852520902223
2021-09-06,1731.8855367084839
2021-09-07,1606.586114286265
2021-09-08,1534.6614854108525
2021-09-09,1475.5972947934736
2021-09-10,1633.975080890212
2021-09-11,1487.6627530288379
2021-09-12,1540.5789829235787
2021-09-13,1680.8031897332355
2021-09-14,
2021-09-15,1279.9477505257025
2021-09-16,1333.820121679475
2021-09-17,1411.6893690813877
2021-09-18,1328.9990511804606
2021-09-19,1371.1493482926346
2021-09-20,1527.5289042191632
2021-09-21,1308.9377017947702
2021-09-22,1216.433847981547
2021-09-23,1369.3209687370918
2021-09-24,1437.2590202134832
2021-09-25,1387.9654842895297
2021-09-26,1419.1879341541887
2021-09-27,1608.1524410471272
2021-09-28,
2021-09-29,
2021-09-30,1481.4715155703448
2021-10-01,1751.7677946901135
2021-10-02,1499.1026598183655
2021-10-03,
2021-10-04,2299.0346402749933
2021-10-05,1658.5702748201177
2021-10-06,1502.817373425544
2021-10-07,1581.3067756076698
2021-10-08,1733.8366372596054
2021-10-09,1595.9856661875383
2021-10-10,1516.5195421829224
2021-10-11,1801.4095703575674
2021-10-12,1546.7650662720373
2021-10-13,1420.7111476142852
2021-10-14,1387.6861230947784
2021-10-15,1479.8696589119588
2021-10-16,1360.1230283081866
2021-10-17,1382.1679253952057
2021-10-18,1477.8918141404165
2021-10-19,1401.5203362817635
2021-10-20,1297.9546572455174
2021-10-21,1251.2654813033878
2021-10-22,1400.5065493364173
2021-10-23,1306.6097123775235
2021-10-24,1381.0049097603671
2021-10-25,1582.6977067811692
2021-10-26,1447.4651623748814
2021-10-27,1384.200848124066
2021-10-28,1375.5205568704075
2021-10-29,1569.8232735587983
2021-10-30,1383.5652082111208
2021-10-31,1633.5839350062136
2021-11-01,2211.3699056177834
2021-11-02,1700.824924622716
2021-11-03,1497.0923015236463
2021-11-04,1601.3396620956
2021-11-05,2127.4930782993433
2021-11-06,1580.2449585056859
2021-11-07,1557.5283133910016
2021-11-08,1896.8533497631959
2021-11-09,1683.6675193961767
2021-11-10,1460.2416137520527
2021-11-11,1514.6461537018495
2021-11-12,1591.0757814974695
2021-11-13,1391.725679036023
2021-11-14,1542.6554785401631
2021-11-15,1534.1588342276675
2021-11-16,1406.7956628256495
2021-11-17,1299.6471186784024
2021-11-18,1404.858376317808
2021-11-19,1517.9734707288774
2021-11-20,1246.898846783322
2021-11-21,1376.5139172647087
2021-11-22,1583.2512724993921
2021-11-23,1416.6609379162433
2021-11-24,1375.1644124236057
2021-11-25,1340.4961889855501
2021-11-26,1996.8467449121404
2021-11-27,1510.6375642345854
2021-11-28,1591.4824516483907
2021-11-29,1787.5905502926719
2021-11-30,1620.3047633386805
2021-12-01,1544.823412038256
2021-12-02,1645.8932055282526
2021-12-03,1780.68985298688
2021-12-04,1590.7895408641523
2021-12-05,1620.8273258827
2021-12-06,1794.2926935353303
2021-12-07,1756.246444008959
2021-12-08,1598.20057450721
2021-12-09,1568.8194395335815
2021-12-10,1681.664215546513
2021-12-11,1503.200894062246
2021-12-12,1594.992783160819
2021-12-13,1797.1580159559367
2021-12-14,1469.2904568660902
2021-12-15,1422.1157541009
2021-12-16,1382.9119748020764
2021-12-17,1509.8250932871513
2021-12-18,1440.269884542176
2021-12-19,1397.6513644463407
2021-12-20,1605.7700388343544
2021-12-21,1437.3328257321368
2021-12-22,
2021-12-23,1402.938893476947
2021-12-24,1541.05496829147
2021-12-25,1382.6565013833126
2021-12-26,1497.301334150623
2021-12-27,
2021-12-28,2076.311440660917
2021-12-29,1475.1977955822672
2021-12-30,1555.6724827611654
2021-12-31,1787.6055012133663
2022-01-01,1585.3457838589297
2022-01-02,1671.060088335387
2022-01-03,
2022-01-04,1776.7704778503698
2022-01-05,1601.9741083552683
2022-01-06,1643.1119921943152
2022-01-07,1828.6436111825344
2022-01-08,1580.7930125271503
2022-01-09,1613.7701018387093
2022-01-10,1739.5214758552627
2022-01-11,1535.6734415020792
2022-01-12,1404.174895617054
2022-01-13,1435.3760648807136
2022-01-14,1570.9708138258598
2022-01-15,1899.3079359015594
2022-01-16,1400.9013048469828
2022-01-17,1641.4812855564978
2022-01-18,1470.677414829791
2022-01-19,1315.828407500166
2022-01-20,1345.1233818255846
2022-01-21,1559.7355264167206
2022-01-22,1421.1350859078575
2022-01-23,1505.222773443559
2022-01-24,1792.6479615635342
2022-01-25,
2022-01-26,1463.44327989002
2022-01-27,1521.66736792335
2022-01-28,1710.7928072876796
2022-01-29,1564.7891623753144
2022-01-30,
2022-01-31,1800.4120128187856
2022-02-01,
2022-02-02,1608.1869039325131
2022-02-03,
2022-02-04,1797.1584947664462
2022-02-05,1758.963740443772
2022-02-06,1708.6744877436677
2022-02-07,1916.8658643219321
2022-02-08,
2022-02-09,1548.7758492918242
2022-02-10,1489.2579203690373
2022-02-11,1664.1875152779548
2022-02-12,1465.6508067613345
2022-02-13,1490.050994906538
2022-02-14,1679.9832437788464
2022-02-15,1487.022069914625
2022-02-16,1394.372809581788
2022-02-17,1434.7330463025844
2022-02-18,1557.5278702948453
2022-02-19,1448.2956793691358
2022-02-20,1453.029194537343
2022-02-21,1757.460431698137
2022-02-22,1514.1973173391507
2022-02-23,1522.2816637518051
2022-02-24,1458.063014714562
2022-02-25,2080.6625826495247
2022-02-26,1592.425562857008
2022-02-27,1692.3680910575806
2022-02-28,1941.4587992517518
2022-03-01,1686.6496402695484
2022-03-02,1604.9445014545827
2022-03-03,1642.623203991278
2022-03-04,1942.614921592588
2022-03-05,1748.8532563671263
2022-03-06,1712.8549288872093
2022-03-07,1924.956245123805
2022-03-08,1815.2144772126007
2022-03-09,1611.7086763243778
2022-03-10,1621.21822651164
2022-03-11,2139.726464778591
2022-03-12,1540.5521162381024
2022-03-13,1659.401455772299
2022-03-14,1846.8987682366858
2022-03-15,1514.2341826316883
2022-03-16,1503.229249642374
2022-03-17,1917.714580369694
2022-03-18,1625.465363765603
2022-03-19,1520.1411448715312
2022-03-20,1481.9969117893859
2022-03-21,1672.1656188103125
2022-03-22,1568.8189352436814
2022-03-23,1384.4914983366602
2022-03-24,1560.2664320019858
2022-03-25,1694.5784216092045
2022-03-26,1545.7414669126838
2022-03-27,1615.2276527210222
2022-03-28,1800.241827306211
2022-03-29,1699.877592759118
2022-03-30,1633.4337707612415
2022-03-31,1656.4952051968758
2022-04-01,1883.0860172166745
2022-04-02,1779.1270846206085
2022-04-03,1790.9477173990922
2022-04-04,2027.5497819131804
2022-04-05,1774.9841899312557
2022-04-06,1745.547826802758
2022-04-07,1722.657624078206
2022-04-08,1927.89310879407
2022-04-09,1801.5511220303729
2022-04-10,1667.124620908329
2022-04-11,1830.7890194439146
2022-04-12,1636.1908589228615
2022-04-13,1541.2565010785122
2022-04-14,1590.232882654748
2022-04-15,1625.357321439367
2022-04-16,1515.9951697203142
2022-04-17,1517.002211970774
2022-04-18,1740.9763911177754
2022-04-19,1612.9913260151045
2022-04-20,1424.8140027221868
2022-04-21,1405.7119850805161
2022-04-22,1702.199836498872
2022-04-23,1504.0407251969361
2022-04-24,1605.2977776052862
2022-04-25,1874.421015523914
2022-04-26,1708.5734753335348
2022-04-27,1612.5966513901278
2022-04-28,1658.3325968273334
2022-04-29,1726.6565823136025
2022-04-30,1787.2385455875112
2022-05-01,1797.7272935282278
2022-05-02,2091.588525672058
2022-05-03,1869.7904254673174
2022-05-04,
2022-05-05,1829.1251748589525
2022-05-06,1977.9507713560602
2022-05-07,1748.3779210890807
2022-05-08,1835.328106051392
2022-05-09,1913.5153350090673
2022-05-10,1746.8868887640429
2022-05-11,1629.080332445069
2022-05-12,1648.182525580936
2022-05-13,1767.5630934669225
2022-05-14,1550.0641481200723
2022-05-15,1637.6982401488272
2022-05-16,1751.152071601034
2022-05-17,1543.614908119962
2022-05-18,
2022-05-19,1594.9583422784683
2022-05-20,1624.7468556556303
2022-05-21,1596.549752769461
2022-05-22,1533.2470303307523
2022-05-23,1830.5117397408576
2022-05-24,1675.575436798167
2022-05-25,1664.3985174367915
2022-05-26,1621.4241192584789
2022-05-27,1796.1650542361465
2022-05-28,2180.7576985599894
2022-05-29,1879.9069752557725
2022-05-30,1968.5550621624523
2022-05-31,1729.2217466494615
2022-06-01,2182.5741258766275
2022-06-02,1857.8056512271999
2022-06-03,1917.0065061917544
2022-06-04,1860.9409021250642
2022-06-05,1793.6143642739303
2022-06-06,2012.4420663820576
2022-06-07,1861.547678307192
2022-06-08,1630.1751674616091
2022-06-09,1708.4206482289608
2022-06-10,1886.2742010901336
2022-06-11,1675.4027743580345
2022-06-12,1625.4713106229865
2022-06-13,1903.0734061440128
2022-06-14,1664.2006834805434
2022-06-15,1412.6187375302861
2022-06-16,1575.718938330356
2022-06-17,1654.7855356064297
2022-06-18,1550.549723104018
2022-06-19,2102.9924209649466
2022-06-20,
2022-06-21,1556.0084341893273
2022-06-22,1629.6614268525936
2022-06-23,1679.3909191436549
2022-06-24,1803.989985257725
2022-06-25,1739.5779096087456
2022-06-26,1749.2445409973868
2022-06-27,1995.1782956654758
2022-06-28,1837.7201864320732
2022-06-29,1744.5834816619222
2022-06-30,1837.0481886238936
2022-07-01,1928.796082808545
2022-07-02,
2022-07-03,1908.4363889143242
2022-07-04,2170.8898102154217
2022-07-05,1835.3009025290717
2022-07-06,1794.0653458234196
2022-07-07,2232.208812208446
2022-07-08,1820.7281134807783
2022-07-09,1762.634205391283
2022-07-10,1794.5553919411102
2022-07-11,1941.5791847265348
2022-07-12,1705.5739505290367
2022-07-13,1592.0671901044461
2022-07-14,1600.2137741067977
2022-07-15,1646.1838830771317
2022-07-16,1584.9353968486184
2022-07-17,1590.0163403946044
2022-07-18,1765.9209185319373
2022-07-19,1759.377836976121
2022-07-20,1603.3069585425137
2022-07-21,1541.219943235631
2022-07-22,1796.73158955198
2022-07-23,
2022-07-24,1658.5584406794708
2022-07-25,1961.1964754644362
2022-07-26,1822.1852136567095
2022-07-27,1674.872842472627
2022-07-28,1824.3525801544458
2022-07-29,2041.858617922077
2022-07-30,1937.2480622077924
2022-07-31,1901.7524313759177
2022-08-01,2238.6148614630756
2022-08-02,1838.0817773904664
2022-08-03,1845.0633100782118
2022-08-04,1783.5033786581428
2022-08-05,1997.5624372780417
2022-08-06,1801.0213294148089
2022-08-07,1864.923535300848
2022-08-08,1996.2040503256658
2022-08-09,1757.5096288607492
2022-08-10,1622.3997031493616
2022-08-11,1766.8337695050814
2022-08-12,1822.5969876678405
2022-08-13,1549.377726934664
2022-08-14,1683.2117492151258
2022-08-15,1825.9760288529278
2022-08-16,1656.8676148187008
2022-08-17,1590.42413455108
2022-08-18,1654.7311793423605
2022-08-19,1722.7511486318917
2022-08-20,1640.004086560817
2022-08-21,
2022-08-22,2380.2265843867863
2022-08-23,1770.0208734666242
2022-08-24,1707.0775921493323
2022-08-25,1762.9082206801509
2022-08-26,1958.3071232854988
2022-08-27,1933.3702382374927
2022-08-28,2030.600219100963
2022-08-29,2141.140768683912
2022-08-30,1957.489847236534
2022-08-31,1782.018471431999
2022-09-01,1863.3996864296723
2022-09-02,2045.9312852645767
2022-09-03,1861.1275566400134
2022-09-04,1887.573879725991
2022-09-05,2166.3266219828115
2022-09-06,1889.2869029384142
2022-09-07,1756.7263853710094
2022-09-08,2055.826253979088
2022-09-09,1944.3070992324413
2022-09-10,1702.344486250427
2022-09-11,2119.7545767426623
2022-09-12,1815.8871027560438
2022-09-13,1700.8849665418745
2022-09-14,1556.3746616521155
2022-09-15,1701.3070291246127
2022-09-16,1866.6402739184828
2022-09-17,1576.568418935641
2022-09-18,1634.599735600277
2022-09-19,1888.115668872223
2022-09-20,1711.881197190534
2022-09-21,1683.5033785152314
2022-09-22,1725.7454050590848
2022-09-23,1944.6572476583922
2022-09-24,1869.989357830245
2022-09-25,1835.4176360135912
2022-09-26,2553.8219683209577
2022-09-27,1922.8969899167307
2022-09-28,1977.9780062243774
2022-09-29,2359.3914658424546
2022-09-30,2081.161905148561
2022-10-01,1896.0040472109758
2022-10-02,1919.5404005365535
2022-10-03,2201.00262413555
2022-10-04,1964.816479313203
2022-10-05,1882.1681923377475
2022-10-06,1958.4992920761895
2022-10-07,1937.3122513314936
2022-10-08,1740.505029951352
2022-10-09,1820.0734871869804
2022-10-10,2030.651879582413
2022-10-11,1726.6810984919932
2022-10-12,1644.9235803296385
2022-10-13,1732.882726647924
2022-10-14,2059.8814453039427
2022-10-15,1671.6065629129591
2022-10-16,1672.4557971048343
2022-10-17,1904.98075458245
2022-10-18,1774.4643117936607
2022-10-19,1661.2397757930858
2022-10-20,1662.6124532145957
2022-10-21,1872.5858552856193
2022-10-22,1856.1688515468202
2022-10-23,1872.0928877932297
2022-10-24,2121.641119487076
2022-10-25,1949.4111768096723
2022-10-26,1897.3016724832657
2022-10-27,1899.9627874958076
2022-10-28,2057.1938938949584
2022-10-29,
2022-10-30,2068.2002349315544
2022-10-31,2470.622696314495
2022-11-01,1996.7541587192507
2022-11-02,1897.4275773904299
2022-11-03,2007.7683292487955
2022-11-04,2088.9972332749526
2022-11-05,1824.8461251353488
2022-11-06,1896.197871154233
2022-11-07,2050.158485711669
2022-11-08,2246.922832728758
2022-11-09,1716.4420029352104
2022-11-10,1719.6427223608712
2022-11-11,1850.126329677226
2022-11-12,1686.7740982375342
2022-11-13,2185.9269542036704
2022-11-14,1902.0959903959347
2022-11-15,1750.2122043699371
2022-11-16,1644.1023891902094
2022-11-17,1674.1647361060418
2022-11-18,1879.1901994834732
2022-11-19,1759.1537261423139
2022-11-20,1826.6516010086432
2022-11-21,2002.318026785725
2022-11-22,1893.607717504546
2022-11-23,1865.908956645483
2022-11-24,1888.3460610914467
2022-11-25,2089.9505771676086
2022-11-26,1970.8845650462254
2022-11-27,2041.4548452364236
2022-11-28,2254.0644677151863
2022-11-29,2051.3917036919665
2022-11-30,1907.324635412972
2022-12-01,1925.0561142166139
2022-12-02,2181.4888319051647
2022-12-03,2008.0522444154662
2022-12-04,2018.3243071998177
2022-12-05,2192.051124381741
2022-12-06,1941.0369113225913
2022-12-07,1779.4763023810606
2022-12-08,2100.422390487608
2022-12-09,1892.229711417062
2022-12-10,1837.515151785967
2022-12-11,1768.566325536756
2022-12-12,2020.3266014271044
2022-12-13,1772.9321949249038
2022-12-14,1634.7367855589841
2022-12-15,1653.4508930373588
2022-12-16,1842.6485194210459
2022-12-17,1813.0901407869767
2022-12-18,1746.0200713424806
2022-12-19,2122.1640187713456
2022-12-20,1828.901103060366
2022-12-21,1831.0448821932519
2022-12-22,1857.0918595143612
2022-12-23,2036.8804962180634
2022-12-24,1876.5284768214256
2022-12-25,2001.957444866398
2022-12-26,2165.058896551555
2022-12-27,1984.773933481524
2022-12-28,1980.3795556455082
2022-12-29,1988.7685601975693
2022-12-30,2262.1244388402024
2022-12-31,2078.7555894222364
2023-01-01,2140.4917328015963
2023-01-02,2195.93605815145
2023-01-03,
2023-01-04,1768.7250997746905
2023-01-05,1895.4650728294607
2023-01-06,2040.6606531369746
2023-01-07,2185.6560348551893
2023-01-08,1869.5944031856448
2023-01-09,2040.6773273059616
2023-01-10,1705.829136386453
2023-01-11,1728.6624395408123
2023-01-12,1766.8889624003668
2023-01-13,1960.4657285689423
2023-01-14,
2023-01-15,1790.5349964011782
2023-01-16,2057.8657791131404
2023-01-17,1730.631563871659
2023-01-18,1738.846950936158
2023-01-19,1793.0814567908374
2023-01-20,2016.8369061355136
2023-01-21,1797.1824066328902
2023-01-22,2043.905870922967
2023-01-23,2188.0495020534277
2023-01-24,2488.4094119888036
2023-01-25,1982.395457392996
2023-01-26,2092.417764573645
2023-01-27,2106.3177274573395
2023-01-28,2068.918396830098
2023-01-29,2570.7047660990556
2023-01-30,2284.295662691498
2023-01-31,2056.3243538479937
2023-02-01,1948.0533973642187
2023-02-02,1974.917154022704
2023-02-03,
2023-02-04,1944.6772590276685
2023-02-05,
2023-02-06,2092.488522690754
2023-02-07,1895.5968247689357
2023-02-08,1808.604427691051
2023-02-09,1793.1907312563537
2023-02-10,1874.4077035358646
2023-02-11,1782.4201689321512
2023-02-12,1813.6354992840527
2023-02-13,2060.156154563968
2023-02-14,1796.7319295968593
2023-02-15,1800.0023569095197
2023-02-16,1804.0472158565515
2023-02-17,1934.21290638813
2023-02-18,1808.695663207164
2023-02-19,2040.2980349889115
2023-02-20,2159.5617274625374
2023-02-21,2073.0169934174455
2023-02-22,1863.401727077381
2023-02-23,2147.4700195322425
2023-02-24,2240.9187400247433
2023-02-25,2059.2838821393043
2023-02-26,2109.1225537746473
2023-02-27,2360.472726331693
2023-02-28,
2023-03-01,2046.5891488175696
2023-03-02,2064.8722427749613
2023-03-03,2231.316869814688
2023-03-04,1950.2416994762652
2023-03-05,2031.2261370608169
2023-03-06,2130.4151033263365
2023-03-07,
2023-03-08,1836.8337621861024
2023-03-09,1801.842100908859
2023-03-10,1970.9416847539653
2023-03-11,1852.1621825450754
2023-03-12,1855.6211535417106
2023-03-13,1987.2622442294132
2023-03-14,1781.6043405875378
2023-03-15,1763.3365764137245
2023-03-16,1776.7416255293963
2023-03-17,1962.9979597449178
2023-03-18,1843.717120104371
2023-03-19,1936.1288867590663
2023-03-20,2176.9223852594387
2023-03-21,1999.1717684115556
2023-03-22,1899.8021008864637
2023-03-23,1987.8704458456625
2023-03-24,2156.8614609112
2023-03-25,1976.2202304696289
2023-03-26,2175.8694296372673
2023-03-27,2377.6683173313813
2023-03-28,2272.115246116613
2023-03-29,2186.035485010577
2023-03-30,2527.856523742048
2023-03-31,2245.708301245147
2023-04-01,2232.6679077255926
2023-04-02,2506.5439531184998
2023-04-03,2309.977903617546
2023-04-04,
2023-04-05,1968.5404275899702
2023-04-06,2554.157338646053
2023-04-07,2159.9713637093305
2023-04-08,1892.68439678413
2023-04-09,1915.8308050929097
2023-04-10,2048.5898392070253
2023-04-11,1871.5921154271828
2023-04-12,1698.6771755118764
2023-04-13,1823.0472683010091
2023-04-14,2060.161083525123
2023-04-15,1866.3142500888564
2023-04-16,1969.2295572028215
2023-04-17,2165.8043308850306
2023-04-18,1935.5528976918188
2023-04-19,1844.8674268707812
2023-04-20,1916.22756188099
2023-04-21,2054.987743418743
2023-04-22,2031.0114035978886
2023-04-23,1953.6157019117245
2023-04-24,2348.3591549755392
2023-04-25,2173.133867628886
2023-04-26,2104.3360673018906
2023-04-27,2185.98984194491
2023-04-28,2306.9658615700328
2023-04-29,2235.9720165304298
2023-04-30,2218.591200278102
2023-05-01,2329.675066901246
2023-05-02,2164.661275742659
2023-05-03,1932.970506922854
2023-05-04,2013.3885317980007
2023-05-05,
2023-05-06,2039.5358328273371
2023-05-07,
2023-05-08,2121.3109085233023
2023-05-09,1889.537728041056
2023-05-10,1823.5816776722202
2023-05-11,1972.1333439179864
2023-05-12,2032.7587361624337
2023-05-13,1917.0298456689923
2023-05-14,1864.668450361775
2023-05-15,2030.310647238998
2023-05-16,1888.1314342702765
2023-05-17,1855.5530051510102
2023-05-18,1823.627341356425
2023-05-19,2057.5288515869943
2023-05-20,1965.7313784422495
2023-05-21,1999.8101880040713
2023-05-22,
2023-05-23,2161.5893064212314
2023-05-24,2069.3496515256093
2023-05-25,2168.9317955843794
2023-05-26,2250.258398980902
2023-05-27,2213.8977879671297
2023-05-28,2298.5069543438294
2023-05-29,2427.9446476194876
2023-05-30,2205.264794778329
2023-05-31,2123.0531414876446
2023-06-01,2104.097939745099
2023-06-02,2229.8364928427977
2023-06-03,2135.423696314011
2023-06-04,2104.1047049545527
2023-06-05,2332.917416381897
2023-06-06,2046.8022359785377
2023-06-07,1914.8330799566472
2023-06-08,1916.0292547898425
2023-06-09,2022.4089941339196
2023-06-10,1958.0746217476556
2023-06-11,2516.249248859136
2023-06-12,2111.3799944828565
2023-06-13,1923.9140645813982
2023-06-14,1819.9846608289047
2023-06-15,1875.6391274546058
2023-06-16,
2023-06-17,1930.1723805596268
2023-06-18,2003.610644829417
2023-06-19,2581.8788656794286
2023-06-20,2128.8065917705503
2023-06-21,2034.741594980653
2023-06-22,2050.688164080538
2023-06-23,2247.430211881858
2023-06-24,2249.389593746885
2023-06-25,2232.430686723379
2023-06-26,2441.426401947065
2023-06-27,2275.592135640955
2023-06-28,2232.8328801883495
